Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L105228,C50907,2024-04-29,1525747,Vehicle,17.28,60,66177.0,Freelancer,497.0,0,52.9,Pending,No Default,On Time,Bangalore,Tamil Nadu,Male
L105229,C51600,2024-09-18,1798800,Personal,10.03,24,51160.0,Freelancer,781.0,1,9.5,Approved,No Default,On Time,Chennai,Telangana,Female
L105230,C50008,2024-12-03,1217748,Home,8.12,12,188903.0,Business Owner,565.0,1,8.2,Pending,No Default,Missed,Delhi,Karnataka,Male
L105231,C52753,2023-12-23,1954230,Education,13.15,60,27821.0,Business Owner,373.0,0,9.3,Rejected,No Default,On Time,Chennai,Karnataka,Female
L105232,C51833,2024-11-17,1096781,Personal,22.01,24,44305.0,Business Owner,762.0,4,44.3,Approved,No Default,Delayed,Hyderabad,Telangana,Female
L105233,C51599,2024-03-22,321991,Personal,21.47,24,190643.0,Freelancer,837.0,1,42.0,Approved,No Default,Delayed,Bangalore,Karnataka,Male
L105234,C50156,2024-02-03,1049834,Vehicle,11.69,36,124781.0,Business Owner,493.0,5,7.0,Pending,No Default,Missed,Hyderabad,Karnataka,Female
L105235,C53089,2024-01-13,841667,Education,8.41,12,123618.0,Salaried,396.0,3,38.3,Pending,Default,Delayed,Mumbai,Telangana,Male
L105236,C51138,2023-07-20,1956523,Business,18.48,60,69497.0,Freelancer,343.0,2,58.7,Pending,Default,Delayed,Hyderabad,Telangana,Male
L105237,C51085,2023-03-13,1339668,Vehicle,19.85,36,41012.0,Salaried,774.0,0,37.7,Approved,Default,Missed,Bangalore,Karnataka,Male
L105238,C51782,2023-07-23,837043,Personal,8.57,36,68383.0,Freelancer,326.0,2,17.0,Rejected,Default,Missed,Mumbai,Maharashtra,Female
L105239,C51817,2024-04-22,1136426,Education,21.58,24,145690.0,Salaried,395.0,3,46.8,Pending,Default,Missed,Chennai,Telangana,Male
L105240,C50727,2023-07-06,748285,Business,19.4,24,24403.0,Salaried,469.0,4,8.1,Rejected,No Default,On Time,Bangalore,Maharashtra,Female
L105241,C52704,2024-12-28,339958,Personal,18.34,60,69651.0,Business Owner,388.0,4,47.6,Rejected,No Default,Delayed,Chennai,Telangana,Female
L105242,C50427,2023-03-28,27111,Home,11.87,60,87417.0,Freelancer,373.0,5,44.7,Pending,No Default,Delayed,Chennai,Delhi,Male
L105243,C50056,2024-04-10,1792751,Vehicle,10.33,60,183262.0,Self-employed,633.0,2,22.6,Approved,No Default,Missed,Hyderabad,Karnataka,Male
L105244,C52639,2024-09-10,1358866,Vehicle,8.34,24,56100.0,Self-employed,616.0,1,35.2,Approved,Default,Delayed,Hyderabad,Delhi,Male
L105245,C51694,2023-09-18,1950273,Vehicle,19.45,36,167115.0,Freelancer,836.0,4,54.6,Rejected,No Default,Missed,Delhi,Delhi,Female
L105246,C50722,2023-06-23,1978950,Education,8.11,12,161149.0,Business Owner,817.0,3,39.1,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L105247,C50819,2023-03-01,346517,Vehicle,12.4,36,186892.0,Business Owner,819.0,4,56.4,Rejected,No Default,Delayed,Mumbai,Delhi,Male
L105248,C50736,2023-01-27,505150,Business,15.62,12,153859.0,Salaried,799.0,3,51.8,Rejected,No Default,Delayed,Chennai,Telangana,Female
L105249,C52618,2024-04-29,945620,Home,12.36,24,69454.0,Freelancer,462.0,5,19.2,Rejected,Default,On Time,Delhi,Delhi,Male
L105250,C52032,2023-06-27,1275176,Home,9.0,36,164938.0,Business Owner,601.0,0,53.8,Pending,Default,Delayed,Bangalore,Karnataka,Male
L105251,C52964,2023-04-23,529885,Home,20.38,24,29334.0,Self-employed,342.0,4,45.1,Rejected,Default,On Time,Chennai,Maharashtra,Male
L105252,C51539,2024-09-18,1806103,Business,13.61,12,93951.0,Salaried,752.0,5,56.7,Rejected,No Default,Missed,Delhi,Maharashtra,Female
L105253,C53036,2023-05-25,1571991,Education,14.41,60,177775.0,Salaried,335.0,2,50.7,Pending,No Default,On Time,Mumbai,Karnataka,Male
L105254,C51796,2023-03-15,1311061,Education,17.46,36,125077.0,Freelancer,608.0,4,29.4,Approved,Default,Delayed,Chennai,Tamil Nadu,Female
L105255,C51619,2024-09-26,453082,Education,12.92,36,142679.0,Business Owner,830.0,0,16.1,Approved,No Default,Delayed,Chennai,Maharashtra,Female
L105256,C52929,2023-05-09,1093904,Personal,18.91,60,180506.0,Self-employed,531.0,2,30.5,Pending,Default,On Time,Delhi,Tamil Nadu,Male
L105257,C50738,2023-09-15,1537540,Business,22.2,36,147741.0,Self-employed,431.0,3,31.2,Rejected,Default,Missed,Mumbai,Delhi,Male
L105258,C52349,2024-06-12,1213489,Home,16.62,60,27383.0,Salaried,562.0,3,32.7,Rejected,No Default,On Time,Delhi,Telangana,Female
L105259,C52641,2023-07-20,1637160,Business,21.79,12,192536.0,Business Owner,705.0,0,50.7,Pending,No Default,Missed,Mumbai,Delhi,Female
L105260,C51637,2023-08-18,889978,Vehicle,19.1,36,150945.0,Business Owner,472.0,2,55.5,Pending,Default,Missed,Delhi,Karnataka,Female
L105261,C53356,2024-08-09,1772241,Education,8.14,24,177567.0,Salaried,772.0,0,43.1,Approved,No Default,On Time,Hyderabad,Telangana,Male
L105262,C51806,2024-08-17,1052232,Vehicle,9.45,60,139210.0,Salaried,830.0,5,57.0,Pending,No Default,Delayed,Bangalore,Delhi,Female
L105263,C52762,2023-08-17,347138,Vehicle,11.75,36,82957.0,Freelancer,325.0,1,21.4,Pending,No Default,Missed,Bangalore,Karnataka,Female
L105264,C52793,2024-05-07,743759,Business,20.71,60,26567.0,Salaried,518.0,0,41.4,Pending,No Default,On Time,Chennai,Maharashtra,Female
L105265,C52374,2023-09-16,1513306,Personal,11.94,12,68893.0,Self-employed,610.0,4,17.9,Approved,Default,On Time,Delhi,Delhi,Female
L105266,C52576,2023-05-05,149147,Vehicle,10.41,36,183690.0,Salaried,407.0,3,33.3,Rejected,No Default,Delayed,Chennai,Karnataka,Male
L105267,C51342,2024-11-11,946201,Business,22.07,36,193694.0,Self-employed,687.0,1,54.8,Pending,No Default,On Time,Mumbai,Karnataka,Female
L105268,C53342,2023-09-02,622133,Business,11.16,36,39806.0,Self-employed,728.0,1,44.8,Approved,No Default,On Time,Chennai,Karnataka,Female
L105269,C52639,2024-11-18,1070976,Personal,20.38,60,192277.0,Freelancer,809.0,4,5.4,Approved,No Default,Delayed,Mumbai,Karnataka,Female
L105270,C50191,2023-05-16,1447761,Personal,8.06,24,34060.0,Business Owner,554.0,1,32.2,Rejected,No Default,On Time,Chennai,Karnataka,Male
L105271,C52718,2023-06-17,1253955,Vehicle,21.25,12,152001.0,Salaried,815.0,5,52.7,Rejected,No Default,Missed,Hyderabad,Telangana,Female
L105272,C51544,2024-09-23,1446250,Personal,19.68,60,70381.0,Salaried,447.0,1,20.1,Pending,No Default,On Time,Chennai,Delhi,Female
L105273,C51200,2023-08-27,837105,Education,13.66,60,176651.0,Business Owner,477.0,2,52.1,Rejected,No Default,On Time,Delhi,Tamil Nadu,Female
L105274,C53005,2024-12-18,1115637,Home,17.3,12,193407.0,Freelancer,771.0,1,55.3,Pending,No Default,Missed,Mumbai,Telangana,Male
L105275,C53110,2023-03-07,878903,Personal,21.43,24,44808.0,Business Owner,736.0,5,28.1,Approved,No Default,Delayed,Mumbai,Delhi,Female
L105276,C50542,2023-08-01,1418990,Business,15.94,60,121248.0,Salaried,526.0,1,12.7,Pending,Default,Delayed,Hyderabad,Tamil Nadu,Female
L105277,C52823,2023-07-24,80528,Business,19.37,60,181941.0,Business Owner,462.0,1,42.4,Pending,No Default,On Time,Bangalore,Tamil Nadu,Male
L105278,C52143,2024-02-07,1557317,Education,19.52,12,61066.0,Self-employed,644.0,1,47.8,Approved,No Default,On Time,Bangalore,Telangana,Female
L105279,C52418,2023-10-27,488626,Business,22.01,60,138056.0,Business Owner,700.0,1,22.3,Approved,No Default,On Time,Chennai,Tamil Nadu,Male
L105280,C52366,2024-06-15,1119988,Vehicle,11.36,36,183765.0,Salaried,501.0,4,27.9,Rejected,Default,Missed,Chennai,Delhi,Male
L105281,C51993,2024-04-02,1235677,Home,21.56,36,173865.0,Self-employed,527.0,4,59.9,Pending,No Default,On Time,Chennai,Maharashtra,Male
L105282,C51741,2023-12-16,1572652,Vehicle,7.87,36,126068.0,Business Owner,547.0,5,12.4,Pending,No Default,Delayed,Mumbai,Tamil Nadu,Male
L105283,C51746,2024-07-03,916056,Personal,17.5,36,179023.0,Self-employed,483.0,5,37.7,Rejected,Default,Delayed,Mumbai,Telangana,Male
L105284,C51470,2023-06-19,32787,Home,17.94,12,138540.0,Freelancer,402.0,4,20.3,Pending,Default,On Time,Delhi,Delhi,Female
L105285,C50422,2024-12-28,1380210,Vehicle,13.28,12,103849.0,Business Owner,690.0,2,36.1,Approved,No Default,Missed,Mumbai,Maharashtra,Male
L105286,C52725,2024-03-20,286580,Home,19.72,36,65792.0,Self-employed,747.0,0,45.7,Approved,No Default,On Time,Bangalore,Delhi,Female
L105287,C53076,2023-12-12,728255,Vehicle,19.58,60,150990.0,Business Owner,705.0,4,55.2,Rejected,No Default,On Time,Bangalore,Tamil Nadu,Male
L105288,C50208,2023-11-16,1475049,Vehicle,14.47,36,69127.0,Freelancer,582.0,2,5.9,Approved,Default,On Time,Hyderabad,Tamil Nadu,Male
L105289,C53154,2023-11-08,93186,Education,15.39,60,91925.0,Freelancer,817.0,2,53.5,Pending,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L105290,C52142,2023-12-17,1078526,Business,14.77,36,72207.0,Business Owner,570.0,2,39.3,Rejected,Default,Delayed,Hyderabad,Delhi,Female
L105291,C53355,2024-04-25,182354,Business,10.7,12,21347.0,Salaried,622.0,2,26.7,Approved,No Default,Missed,Chennai,Tamil Nadu,Female
L105292,C50238,2023-11-11,40407,Vehicle,22.47,36,60421.0,Self-employed,389.0,2,31.9,Rejected,No Default,Delayed,Hyderabad,Delhi,Male
L105293,C52539,2024-04-26,442586,Business,22.35,36,136467.0,Self-employed,552.0,5,53.7,Rejected,No Default,Delayed,Chennai,Maharashtra,Male
L105294,C50884,2023-04-30,1434868,Business,21.76,24,73161.0,Business Owner,357.0,3,13.1,Pending,No Default,Delayed,Mumbai,Maharashtra,Female
L105295,C53414,2023-02-11,1166146,Vehicle,18.8,12,165646.0,Business Owner,568.0,2,58.6,Pending,No Default,Missed,Hyderabad,Delhi,Male
L105296,C53161,2023-02-19,470700,Business,21.88,60,147343.0,Freelancer,304.0,0,53.8,Rejected,No Default,Missed,Chennai,Telangana,Female
L105297,C53059,2024-06-04,483485,Personal,16.95,60,43971.0,Freelancer,689.0,4,5.6,Approved,No Default,On Time,Bangalore,Delhi,Male
L105298,C51558,2023-07-22,1139006,Education,10.16,60,43414.0,Self-employed,702.0,3,48.4,Approved,No Default,Missed,Mumbai,Maharashtra,Male
L105299,C53292,2023-10-01,1767744,Business,9.64,60,152191.0,Business Owner,815.0,2,49.3,Approved,No Default,On Time,Bangalore,Delhi,Male
L105300,C50613,2024-01-13,636823,Education,19.53,12,61603.0,Freelancer,411.0,5,8.1,Rejected,No Default,Delayed,Chennai,Telangana,Female
L105301,C50658,2023-12-17,922099,Personal,12.57,12,54787.0,Salaried,775.0,5,9.8,Approved,No Default,On Time,Delhi,Telangana,Female
L105302,C52275,2023-01-16,749728,Personal,17.9,24,31794.0,Freelancer,771.0,3,35.6,Approved,No Default,Missed,Chennai,Tamil Nadu,Male
L105303,C53276,2024-12-06,1592237,Home,16.36,12,104515.0,Freelancer,682.0,4,9.9,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L105304,C52634,2024-09-21,1303358,Personal,21.95,12,91757.0,Freelancer,437.0,0,28.4,Rejected,No Default,Missed,Delhi,Maharashtra,Female
L105305,C50705,2023-11-06,1100824,Personal,11.66,36,102680.0,Salaried,559.0,3,45.4,Pending,Default,Missed,Hyderabad,Telangana,Male
L105306,C51611,2024-11-03,1810521,Home,19.16,12,132598.0,Business Owner,402.0,2,7.4,Pending,No Default,Missed,Bangalore,Maharashtra,Female
L105307,C52383,2024-08-12,1190686,Education,11.05,24,21022.0,Salaried,409.0,0,43.5,Rejected,No Default,Delayed,Hyderabad,Delhi,Female
L105308,C51745,2024-11-21,1646533,Home,10.98,36,111116.0,Self-employed,715.0,0,31.2,Approved,No Default,Delayed,Hyderabad,Telangana,Male
L105309,C52927,2024-08-16,840324,Education,15.3,12,26890.0,Freelancer,551.0,3,21.0,Rejected,Default,Delayed,Mumbai,Tamil Nadu,Male
L105310,C51955,2023-03-01,1943553,Home,15.58,12,46979.0,Self-employed,685.0,2,13.7,Approved,No Default,Missed,Bangalore,Tamil Nadu,Male
L105311,C50813,2023-10-24,1113187,Personal,14.2,24,85846.0,Freelancer,314.0,1,56.7,Pending,Default,On Time,Chennai,Karnataka,Male
L105312,C53016,2023-02-08,167492,Personal,12.32,60,49324.0,Freelancer,612.0,2,35.9,Approved,Default,Delayed,Delhi,Karnataka,Female
L105313,C52655,2023-02-12,92157,Business,20.19,12,125414.0,Business Owner,514.0,2,9.5,Rejected,Default,Delayed,Hyderabad,Telangana,Male
L105314,C53489,2023-10-04,1297291,Home,17.98,12,68201.0,Business Owner,668.0,1,30.8,Approved,No Default,On Time,Bangalore,Karnataka,Male
L105315,C52731,2023-06-30,844780,Home,11.2,36,134688.0,Self-employed,709.0,3,30.2,Approved,No Default,Delayed,Chennai,Tamil Nadu,Male
L105316,C51105,2024-04-23,582144,Personal,15.77,24,117583.0,Business Owner,400.0,4,47.8,Rejected,Default,Missed,Chennai,Tamil Nadu,Male
L105317,C52361,2024-05-13,1266858,Education,12.85,60,124823.0,Freelancer,466.0,0,54.8,Pending,Default,On Time,Hyderabad,Delhi,Male
L105318,C52666,2024-02-19,1915950,Personal,13.89,24,31958.0,Business Owner,679.0,3,42.2,Approved,No Default,Missed,Mumbai,Tamil Nadu,Female
L105319,C52246,2024-11-18,25849,Vehicle,7.55,36,72405.0,Freelancer,769.0,4,19.8,Approved,Default,On Time,Bangalore,Delhi,Male
L105320,C51535,2023-07-06,1475794,Vehicle,14.93,12,23488.0,Freelancer,328.0,2,37.4,Rejected,Default,Delayed,Chennai,Delhi,Male
L105321,C50309,2023-12-16,521818,Home,19.57,12,85980.0,Self-employed,476.0,0,42.8,Rejected,Default,Missed,Delhi,Telangana,Female
L105322,C50595,2023-07-15,778502,Personal,14.71,36,86827.0,Salaried,639.0,2,19.7,Approved,No Default,On Time,Bangalore,Telangana,Male
L105323,C51903,2023-03-18,621951,Business,17.48,24,47084.0,Salaried,341.0,5,12.6,Pending,No Default,On Time,Chennai,Delhi,Female
L105324,C51943,2024-01-18,1001286,Business,21.3,12,59851.0,Salaried,327.0,0,21.4,Pending,No Default,On Time,Mumbai,Tamil Nadu,Female
L105325,C53055,2024-01-16,700035,Vehicle,22.26,36,21481.0,Business Owner,493.0,5,43.0,Pending,No Default,Delayed,Mumbai,Telangana,Male
L105326,C51302,2024-10-14,1987116,Business,9.06,36,54225.0,Salaried,517.0,0,50.9,Pending,No Default,On Time,Mumbai,Maharashtra,Female
L105327,C51167,2024-09-23,1130513,Home,12.63,24,42748.0,Freelancer,738.0,5,11.2,Approved,No Default,On Time,Chennai,Maharashtra,Female
L105328,C51416,2024-07-04,434926,Home,21.59,12,,Freelancer,820.0,2,5.9,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L105329,C51843,2023-07-27,1088609,Personal,10.08,24,37621.0,Business Owner,463.0,4,52.5,Pending,Default,Missed,Mumbai,Telangana,Female
L105330,C52784,2024-04-12,638410,Personal,11.42,24,137753.0,Freelancer,732.0,4,40.5,Approved,No Default,On Time,Chennai,Telangana,Female
L105331,C52934,2024-03-21,1825450,Education,18.15,60,27880.0,Business Owner,740.0,2,39.5,Approved,No Default,Missed,Delhi,Delhi,Male
L105332,C52543,2024-04-06,1116492,Education,20.81,36,93313.0,Business Owner,707.0,1,6.1,Approved,No Default,Delayed,Delhi,Delhi,Male
L105333,C53383,2024-11-16,507194,Personal,20.28,60,160154.0,Salaried,430.0,5,5.0,Rejected,No Default,On Time,Delhi,Telangana,Male
L105334,C50684,2024-11-04,1545719,Personal,15.32,12,51041.0,Self-employed,396.0,0,43.0,Rejected,No Default,Delayed,Hyderabad,Maharashtra,Male
L105335,C51418,2024-07-19,1533695,Education,7.91,12,78436.0,Salaried,396.0,3,28.2,Pending,Default,On Time,Hyderabad,Karnataka,Female
L105336,C52331,2023-08-31,778378,Home,7.83,24,196934.0,Salaried,489.0,3,22.2,Pending,No Default,On Time,Chennai,Telangana,Female
L105337,C51999,2023-08-13,460615,Business,10.36,24,150503.0,Self-employed,329.0,0,33.5,Rejected,Default,Delayed,Delhi,Telangana,Female
L105338,C50030,2023-11-07,1925321,Personal,12.87,12,52571.0,Freelancer,819.0,4,42.2,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Female
L105339,C52769,2023-05-11,83733,Home,12.75,60,24729.0,Business Owner,796.0,0,58.5,Pending,No Default,On Time,Chennai,Maharashtra,Female
L105340,C50709,2023-04-04,1249723,Home,17.51,36,57871.0,Salaried,537.0,2,27.0,Pending,Default,Missed,Bangalore,Maharashtra,Female
L105341,C52659,2024-01-27,529042,Business,21.39,36,163551.0,Salaried,538.0,4,55.1,Rejected,No Default,On Time,Mumbai,Tamil Nadu,Male
L105342,C52900,2023-03-02,1762372,Business,7.83,60,199537.0,Freelancer,404.0,3,44.5,Rejected,No Default,On Time,Bangalore,Telangana,Female
L105343,C52028,2023-12-29,1282846,Education,18.78,12,162659.0,Freelancer,827.0,5,13.1,Approved,No Default,On Time,Bangalore,Maharashtra,Female
L105344,C51155,2024-02-13,1921941,Personal,16.5,24,96468.0,Self-employed,841.0,3,25.8,Approved,No Default,Missed,Mumbai,Tamil Nadu,Female
L105345,C52717,2023-11-09,191092,Business,20.43,36,48914.0,Salaried,634.0,1,56.0,Pending,No Default,Delayed,Chennai,Telangana,Male
L105346,C52369,2023-07-10,1090183,Business,21.31,60,140482.0,Freelancer,531.0,0,50.6,Rejected,No Default,Missed,Bangalore,Maharashtra,Male
L105347,C51501,2023-03-21,63034,Education,12.63,60,65605.0,Freelancer,332.0,0,30.2,Rejected,No Default,Delayed,Bangalore,Tamil Nadu,Female
L105348,C51051,2023-12-03,49029,Personal,21.74,24,79065.0,Freelancer,839.0,2,45.7,Approved,No Default,Delayed,Hyderabad,Telangana,Female
L105349,C53300,2024-05-16,1171220,Business,17.54,60,43477.0,Salaried,804.0,4,26.4,Approved,No Default,Delayed,Hyderabad,Telangana,Female
L105350,C51378,2024-02-02,729575,Vehicle,13.07,60,73210.0,Self-employed,672.0,4,27.3,Approved,No Default,Missed,Chennai,Karnataka,Female
L105351,C52696,2024-12-01,903201,Vehicle,15.98,24,91418.0,Business Owner,806.0,1,15.2,Approved,No Default,Missed,Chennai,Karnataka,Female
L105352,C51216,2024-10-24,599405,Personal,18.86,24,35643.0,Freelancer,543.0,4,53.7,Rejected,No Default,Delayed,Chennai,Tamil Nadu,Female
L105353,C52050,2023-07-10,268028,Home,22.09,60,117135.0,Freelancer,804.0,1,10.1,Approved,No Default,Delayed,Chennai,Tamil Nadu,Male
L105354,C52847,2024-03-20,51113,Home,9.41,36,183114.0,Freelancer,495.0,0,56.0,Pending,Default,Delayed,Bangalore,Maharashtra,Male
L105355,C53310,2024-06-14,1386479,Vehicle,7.56,36,151676.0,Self-employed,372.0,5,55.3,Pending,No Default,Missed,Mumbai,Telangana,Male
L105356,C52050,2024-09-13,697585,Home,22.46,36,139266.0,Self-employed,704.0,5,11.3,Approved,No Default,Delayed,Mumbai,Delhi,Male
L105357,C51996,2023-03-19,818024,Vehicle,13.1,36,36479.0,Salaried,579.0,1,20.0,Rejected,Default,Delayed,Chennai,Karnataka,Female
L105358,C53489,2023-08-30,1177715,Home,11.12,36,143856.0,Salaried,354.0,5,32.0,Rejected,Default,On Time,Chennai,Tamil Nadu,Female
L105359,C53102,2024-08-08,1526977,Vehicle,14.82,24,151251.0,Self-employed,706.0,0,18.2,Approved,No Default,On Time,Mumbai,Delhi,Male
L105360,C53482,2023-02-21,176503,Education,20.87,60,142230.0,Freelancer,691.0,2,22.5,Approved,No Default,On Time,Chennai,Delhi,Male
L105361,C51992,2024-12-10,679029,Business,7.64,36,138667.0,Business Owner,588.0,2,50.3,Pending,Default,Delayed,Bangalore,Tamil Nadu,Female
L105362,C52141,2023-12-27,1880235,Home,14.21,24,21343.0,Salaried,302.0,1,5.7,Rejected,Default,Missed,Hyderabad,Delhi,Male
L105363,C52563,2024-11-16,935448,Vehicle,9.76,12,49248.0,Freelancer,566.0,4,24.5,Pending,No Default,Missed,Bangalore,Delhi,Male
L105364,C50232,2023-02-18,1161202,Personal,9.58,12,84281.0,Self-employed,480.0,2,51.0,Pending,Default,Missed,Delhi,Delhi,Male
L105365,C52661,2023-04-19,1517226,Vehicle,19.23,36,98127.0,Business Owner,738.0,2,25.4,Approved,No Default,Delayed,Bangalore,Karnataka,Female
L105366,C50688,2024-01-27,1487275,Home,19.9,24,157073.0,Self-employed,587.0,4,59.4,Pending,Default,Missed,Hyderabad,Maharashtra,Male
L105367,C51709,2023-02-21,886559,Business,15.37,36,96096.0,Salaried,691.0,3,44.3,Approved,No Default,Missed,Mumbai,Delhi,Female
L105368,C51455,2024-11-18,1675943,Business,10.22,36,94045.0,Salaried,639.0,1,35.0,Approved,Default,On Time,Mumbai,Telangana,Female
L105369,C50716,2024-05-17,201303,Home,17.67,60,41754.0,Business Owner,497.0,2,34.3,Pending,Default,Delayed,Delhi,Tamil Nadu,Male
L105370,C50822,2023-01-19,511755,Business,11.8,24,124338.0,Freelancer,834.0,1,12.9,Approved,No Default,Delayed,Mumbai,Maharashtra,Female
L105371,C52558,2024-03-31,1377517,Vehicle,11.47,24,76342.0,Self-employed,558.0,0,10.5,Pending,No Default,Missed,Hyderabad,Karnataka,Male
L105372,C52277,2023-06-26,317686,Home,9.76,12,74949.0,Salaried,645.0,3,13.3,Approved,No Default,Delayed,Mumbai,Karnataka,Male
L105373,C53264,2023-08-16,883901,Personal,8.4,24,186002.0,Self-employed,727.0,4,24.6,Approved,No Default,Missed,Hyderabad,Karnataka,Male
L105374,C51774,2024-08-14,1362336,Education,13.21,24,114083.0,Salaried,406.0,1,35.9,Pending,Default,Delayed,Mumbai,Telangana,Male
L105375,C50619,2023-05-14,1026235,Education,18.11,12,147383.0,Self-employed,742.0,3,38.6,Approved,No Default,On Time,Delhi,Delhi,Male
L105376,C51966,2024-10-19,93625,Business,18.83,24,90644.0,Freelancer,732.0,1,55.6,Pending,No Default,On Time,Delhi,Maharashtra,Female
L105377,C52698,2024-07-13,889522,Education,16.78,24,148571.0,Business Owner,765.0,3,38.0,Approved,No Default,Missed,Chennai,Karnataka,Female
L105378,C50646,2024-02-27,556490,Home,14.79,60,41135.0,Self-employed,602.0,1,20.2,Approved,No Default,On Time,Bangalore,Maharashtra,Female
L105379,C50541,2024-03-19,638619,Vehicle,15.12,24,116843.0,Salaried,608.0,0,41.9,Approved,No Default,Delayed,Hyderabad,Delhi,Male
L105380,C51520,2023-07-24,1988044,Business,10.65,60,123646.0,Business Owner,691.0,2,8.4,Approved,No Default,Delayed,Chennai,Telangana,Female
L105381,C52275,2023-09-06,116196,Home,7.56,12,130014.0,Freelancer,552.0,0,21.5,Pending,No Default,Delayed,Hyderabad,Telangana,Female
L105382,C51272,2024-03-26,1573758,Home,20.39,60,148622.0,Self-employed,806.0,2,50.1,Pending,No Default,On Time,Delhi,Tamil Nadu,Male
L105383,C51038,2023-10-12,91112,Home,15.63,60,118151.0,Self-employed,713.0,2,23.4,Approved,No Default,Delayed,Delhi,Tamil Nadu,Male
L105384,C51641,2023-12-23,1981084,Home,18.31,60,40935.0,Salaried,608.0,0,38.9,Approved,No Default,Delayed,Mumbai,Karnataka,Female
L105385,C51934,2023-08-13,290967,Home,17.12,24,94860.0,Business Owner,593.0,0,10.6,Approved,No Default,Delayed,Mumbai,Tamil Nadu,Female
L105386,C51657,2024-02-28,1315060,Business,20.33,24,61539.0,Self-employed,429.0,3,42.4,Rejected,Default,Missed,Chennai,Telangana,Male
L105387,C53198,2024-08-30,1533879,Personal,21.46,24,42361.0,Business Owner,650.0,1,24.5,Approved,No Default,On Time,Bangalore,Maharashtra,Male
L105388,C53480,2023-12-26,232337,Personal,22.29,60,152556.0,Self-employed,801.0,5,41.4,Approved,No Default,Missed,Delhi,Maharashtra,Male
L105389,C50284,2023-07-09,1293610,Home,14.32,60,77562.0,Freelancer,834.0,5,11.7,Approved,No Default,Missed,Mumbai,Karnataka,Female
L105390,C50360,2023-09-29,606059,Vehicle,21.97,12,170531.0,Salaried,414.0,0,33.4,Rejected,No Default,Delayed,Delhi,Tamil Nadu,Male
L105391,C51651,2024-05-27,1569442,Personal,14.55,12,98450.0,Self-employed,614.0,5,55.0,Pending,No Default,Delayed,Delhi,Telangana,Female
L105392,C52360,2024-05-04,822694,Home,21.44,36,178096.0,Self-employed,484.0,1,59.9,Rejected,No Default,Delayed,Delhi,Telangana,Female
L105393,C52885,2023-08-07,1508841,Business,9.19,36,197865.0,Business Owner,456.0,0,25.8,Rejected,No Default,On Time,Chennai,Karnataka,Male
L105394,C52697,2024-07-06,850635,Vehicle,15.79,24,153466.0,Self-employed,404.0,2,51.1,Pending,Default,Missed,Mumbai,Delhi,Male
L105395,C51748,2024-11-28,1071400,Personal,21.09,24,101992.0,Freelancer,499.0,0,41.9,Pending,Default,Missed,Mumbai,Maharashtra,Male
L105396,C50196,2023-10-18,515529,Education,15.2,60,87423.0,Business Owner,721.0,2,48.9,Approved,No Default,Delayed,Chennai,Telangana,Male
L105397,C52484,2024-01-18,1990629,Home,7.91,60,95738.0,Self-employed,707.0,1,38.6,Approved,No Default,On Time,Chennai,Tamil Nadu,Female
L105398,C50036,2024-05-21,225264,Business,21.0,24,21867.0,Freelancer,361.0,4,21.3,Rejected,No Default,On Time,Hyderabad,Karnataka,Male
L105399,C50482,2023-01-31,1539905,Business,21.54,36,180833.0,Self-employed,447.0,2,16.2,Pending,No Default,On Time,Hyderabad,Maharashtra,Female
L105400,C51840,2024-06-28,897201,Vehicle,19.09,24,120118.0,Salaried,633.0,3,49.6,Approved,Default,Missed,Delhi,Telangana,Male
L105401,C52483,2023-12-13,269082,Home,20.54,12,89135.0,Freelancer,842.0,1,59.0,Pending,No Default,Delayed,Mumbai,Delhi,Female
L105402,C50059,2024-08-08,106914,Education,19.28,12,176971.0,Business Owner,398.0,3,13.6,Rejected,No Default,Missed,Delhi,Maharashtra,Female
L105403,C50307,2024-08-31,1609008,Home,18.29,36,45944.0,Business Owner,557.0,0,56.7,Rejected,Default,On Time,Bangalore,Maharashtra,Male
L105404,C51753,2024-04-24,847072,Home,16.36,36,148137.0,Business Owner,450.0,2,9.5,Rejected,Default,Missed,Mumbai,Karnataka,Female
L105405,C51078,2023-04-17,92901,Vehicle,21.18,36,193010.0,Freelancer,700.0,2,51.6,Pending,No Default,Delayed,Bangalore,Karnataka,Female
L105406,C52899,2023-09-05,1490191,Home,10.66,12,172579.0,Freelancer,589.0,5,55.3,Rejected,Default,On Time,Mumbai,Karnataka,Female
L105407,C52226,2024-01-07,1692662,Vehicle,10.62,24,45496.0,Self-employed,450.0,5,37.7,Rejected,Default,Missed,Chennai,Maharashtra,Female
L105408,C51108,2023-02-27,35188,Personal,17.05,60,172139.0,Self-employed,545.0,5,5.3,Rejected,Default,On Time,Mumbai,Delhi,Male
